JobNumber,StandName,CruiseLine,PointID,TreeNumber,SpeciesCode,DBH,LevelCode,ProductCodes,TopDiameter,Height,Height_Merch,Height_LCB,Height_DBH,Height_BadTop,Repetitions,LegacyTree,TreeAzimuth,TreeDistance,TreeNotes,LTSMissing_Top,LTSMissing_Mid,LTSMissing_Bot,SnagSoundnessCode,DecompCode,MooseBarkStripping,CoreRingsEstimated,CoreRingsRecent,CoreRingsTotal,Cut,Vigor,Form,TotalAge,VolumeCF,VolumeBF,BasalArea,TreesPerAcre,VBAR,VBAR_BF,LCR,TreeUsr_1,TreeUsr_2,TreeUsr_3,TreeUsr_4
506,02 Densely Stocked Mature Hardwood,,2015,7,HM,11,U,535555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2015,8,HM,9,A,666555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2015,9,HM,9,U,5555,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2015,10,HM,5,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,1,HM,12,A,2235555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,2,HM,13,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,3,HM,13,U,55555,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,4,HM,13,A,335555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,5,HM,12,A,223555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,6,HM,14,A,2233555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,7,YB,12,A,224555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,8,HM,7,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,9,YB,24,U,777555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,10,HM,24,U,7555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,11,HM,10,A,365555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2016,12,HM,14,A,223555,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,1,YB,21,U,55555,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,2,YB,12,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,3,YB,13,A,223555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,4,YB,19,U,55555,8,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,5,HM,11,A,23355,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,6,HM,12,A,323655,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,7,YB,10,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,8,HM,9,U,5555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2017,9,CE,22,A,552225,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2114,1,HM,10,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2114,2,HM,10,A,666555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2114,3,HM,5,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2114,4,HM,9,U,55555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2114,5,HM,12,U,565555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2115,1,HM,11,A,5665555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2115,2,HM,13,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2115,3,HM,4,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2115,4,HM,13,A,223555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2115,5,HM,20,A,5225555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,1,HM,14,A,255555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,2,HM,8,A,655555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,3,HM,7,U,555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,4,HM,10,U,355555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,5,HM,11,U,23555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,6,HM,10,U,5555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,7,HM,13,A,225555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2116,8,HM,14,A,235555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2210,1,SP,6,U,55,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2210,2,HM,9,A,56655,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2210,3,HM,10,U,5555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2210,4,HM,11,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2210,5,BF,7,U,555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2211,1,BE,10,U,5,9,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2211,2,HM,11,A,6655,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2211,3,HM,12,U,55555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2211,4,HM,16,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,1,HM,17,U,5555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,2,HM,10,U,55555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,3,HM,17,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,4,HM,9,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,5,RM,17,U,7755,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,6,RM,23,U,555555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,7,SP,6,A,66,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,8,RM,16,A,2235555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,9,HM,12,A,2235555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,10,HM,9,A,65555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,11,HM,12,U,53555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,12,YB,16,U,555,10,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,13,HM,14,U,5555,10,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,14,HM,15,U,5555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2212,15,RM,11,U,55555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,1,RM,5,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,2,BF,6,U,55,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,3,SP,6,A,566,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,4,SP,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,5,SP,9,A,225,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,6,WB,11,A,23555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,7,CE,12,U,777,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2215,8,BF,6,U,55,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,1,SP,6,U,55555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,2,YB,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,3,WB,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,4,WB,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,5,WB,2,A,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,6,WB,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,7,WB,6,U,55,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,8,WB,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2216,9,PO,22,A,222555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2217,1,CE,16,U,7777,8,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2218,1,YB,13,U,553555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2218,2,BF,7,U,66,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2218,3,HM,11,U,3555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,1,HM,2,A,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,2,HM,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,3,RM,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,4,RM,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,5,RM,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,6,WB,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,7,YB,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2220,8,WB,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,1,HM,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,2,HM,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,3,HM,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,4,HM,11,U,5555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,5,SP,8,A,225,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,6,HM,10,U,555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,7,BF,6,A,65,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,8,HM,11,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,9,HM,8,U,555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2222,10,YB,7,U,5,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,1,HM,8,A,65,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,2,HM,2,A,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,3,HM,2,A,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,4,HM,2,A,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,5,HM,5,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,6,HM,5,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,7,OH,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2301,8,OH,2,U,,2,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,1,YB,17,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,2,HM,17,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,3,HM,8,A,66555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,4,HM,22,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,5,HM,15,A,223555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,6,HM,13,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,7,HM,12,A,2235,7,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,8,HM,14,A,22555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,9,HM,11,A,25555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,10,HM,14,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,11,HM,26,U,73555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,12,HM,12,A,233555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,13,HM,6,A,665,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,14,HM,13,A,23255,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,15,HM,10,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,16,HM,9,U,555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,17,HM,12,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,18,HM,13,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,19,HM,15,A,52355,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,20,HM,11,A,235555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2303,21,HM,11,U,55555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2304,1,WB,22,U,75555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2304,2,HM,24,U,55555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,1,YB,15,A,523555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,2,HM,7,U,55,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,3,HM,5,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,4,YB,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,5,HM,11,U,55555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,6,HM,4,U,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2311,7,HM,6,U,555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,1,HM,22,U,555555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,2,HM,17,A,253555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,3,HM,11,U,555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,4,YB,11,A,535555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,5,YB,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,6,BF,3,U,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,7,BF,7,A,,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,8,HM,10,A,365555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,9,HM,12,A,23555,6,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,10,HM,9,A,666555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,11,HM,20,U,5555555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,12,HM,12,U,3555555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,13,HM,11,A,35555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,14,HM,8,U,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,15,HM,13,A,25555,5,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,16,HM,9,A,5555,4,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
506,02 Densely Stocked Mature Hardwood,,2313,17,SP,3,A,,3,,,,,,1,FALSE,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,
